POSTAL_CODE,CITY,PROVINCE_ABBR,TIME_ZONE,LATITUDE,LONGITUDE
T5B 3M2,EDMONTON,AB,7,53.564387,-113.474794
T5M 1J6,EDMONTON,AB,7,53.552223,-113.555523
T5M 0Z2,EDMONTON,AB,7,53.552687,-113.546243
T5R 3A6,EDMONTON,AB,7,53.510095,-113.582109
T5Z 0W4,EDMONTON,AB,7,53.634661,-113.450653
T6L 2W3,EDMONTON,AB,7,53.450148,-113.416809
T5X 5H8,EDMONTON,AB,7,53.625348,-113.493792
T6E 2W2,EDMONTON,AB,7,53.4963147,-113.4706456
T5T 2R8,EDMONTON,AB,7,53.4999564,-113.6439668
T6L 1Z5,EDMONTON,AB,7,53.4424055,-113.419952
T5C 2S2,EDMONTON,AB,7,53.607039,-113.463428
T5T 4X1,EDMONTON,AB,7,53.502405,-113.646802
T5P 4N1,EDMONTON,AB,7,53.534644,-113.599431
T5P 3M9,EDMONTON,AB,7,53.533228,-113.602738
T5W 3S3,EDMONTON,AB,7,53.56739,-113.427651
T5W 3Y7,EDMONTON,AB,7,53.5657137,-113.4296758
T6E 6Z1,EDMONTON,AB,7,53.4948201,-113.4450865
T6E 4Z7,EDMONTON,AB,7,53.5181226,-113.4992826
T5Z 2C7,EDMONTON,AB,7,53.637205,-113.485805
T5Z 3P4,EDMONTON,AB,7,53.622029,-113.481815
T5T 7J8,EDMONTON,AB,7,53.529651,-113.705697
T5P 2A2,EDMONTON,AB,7,53.5448424,-113.5965599
T6M 1W6,EDMONTON,AB,7,53.490935,-113.633388
T5B 3N9,EDMONTON,AB,7,53.5768986,-113.474173
T5M 3H3,EDMONTON,AB,7,53.568587,-113.545095
T5L 0A2,EDMONTON,AB,7,53.5730743,-113.5315704
T5R 4G5,EDMONTON,AB,7,53.5196943,-113.5888011
T5T 1B2,EDMONTON,AB,7,53.507091,-113.6088007
T6R 2V3,EDMONTON,AB,7,53.471001,-113.59223
T5B 4C1,EDMONTON,AB,7,53.5748375,-113.4810015
T6T 0C5,EDMONTON,AB,7,53.4644815,-113.3706017
T5X 1M5,EDMONTON,AB,7,53.604574,-113.519066
T6K 2G3,EDMONTON,AB,7,53.450052,-113.459904
T5E 5B7,EDMONTON,AB,7,53.5901995,-113.5164599
T5N 0N8,EDMONTON,AB,7,53.5431949,-113.5562409
T5H 4R2,EDMONTON,AB,7,53.5535356,-113.4900844
T6R 3K6,EDMONTON,AB,7,53.446508,-113.567873
T5X 5Z5,EDMONTON,AB,7,53.632762,-113.522461
T5B 4E1,EDMONTON,AB,7,53.561127,-113.440442
T6R 2K7,EDMONTON,AB,7,53.465629,-113.577692
T5W 5A6,EDMONTON,AB,7,53.5703907,-113.4371036
T5Y 6A6,EDMONTON,AB,7,53.6145728,-113.3934523
T5T 4A6,EDMONTON,AB,7,53.5007774,-113.6232303
T5E 3B3,EDMONTON,AB,7,53.589283,-113.472627
T5E 1E8,EDMONTON,AB,7,53.593174,-113.526924
T6R 3A8,EDMONTON,AB,7,53.45397,-113.566288
T5J 0B3,EDMONTON,AB,7,53.5389044,-113.5036273
T5C 2E3,EDMONTON,AB,7,53.593891,-113.451132
T6B 3P9,EDMONTON,AB,7,53.4918714,-113.4256779
T5G 1Y9,EDMONTON,AB,7,53.5688729,-113.4887292
T5G 0S4,EDMONTON,AB,7,53.573522,-113.498133
T5T 2B4,EDMONTON,AB,7,53.5172054,-113.6377063
T6A 1Z1,EDMONTON,AB,7,53.55779,-113.413792
T5E 2K4,EDMONTON,AB,7,53.608729,-113.468741
T5T 5L3,EDMONTON,AB,7,53.530827,-113.649028
T5L 3M2,EDMONTON,AB,7,53.5891082,-113.5518973
T6H 0X9,EDMONTON,AB,7,53.494076,-113.521747
T6X 0H3,EDMONTON,AB,7,53.4195,-113.521451
T6C 1Y8,EDMONTON,AB,7,53.53176,-113.459437
T5Y 0Y3,EDMONTON,AB,7,53.606015,-113.406781
T5N 3J8,EDMONTON,AB,7,53.540962,-113.531402
T5T 3T9,EDMONTON,AB,7,53.53253,-113.6373605
T5B 4J4,EDMONTON,AB,7,53.576685,-113.4563105
T6L 2R8,EDMONTON,AB,7,53.442918,-113.406134
T5L 2T3,EDMONTON,AB,7,53.5830094,-113.5495537
T6E 4C5,EDMONTON,AB,7,53.513409,-113.497751
T5B 4E3,EDMONTON,AB,7,53.56018,-113.442589
T5R 2A8,EDMONTON,AB,7,53.525137,-113.591979
T6X 3A6,EDMONTON,AB,7,53.4071206,-113.4474505
T5C 3A9,EDMONTON,AB,7,53.5968891,-113.4546184
T6V 1A2,EDMONTON,AB,7,53.620287,-113.543006
T5T 7K4,EDMONTON,AB,7,53.534537,-113.705602
T6J 1G1,EDMONTON,AB,7,53.469041,-113.517641
T5L 2K2,EDMONTON,AB,7,53.570315,-113.534293
T5E 5W2,EDMONTON,AB,7,53.6008107,-113.5001299
T6B 0E9,EDMONTON,AB,7,53.518042,-113.433469
T5K 0A2,EDMONTON,AB,7,53.5449456,-113.5119984
T6B 1Y1,EDMONTON,AB,7,53.526419,-113.436865
T6W 2E9,EDMONTON,AB,7,53.426872,-113.533265
T6K 1W5,EDMONTON,AB,7,53.442451,-113.457884
T6M 3A2,EDMONTON,AB,7,53.53279,-113.503383
T6W 3M2,EDMONTON,AB,7,53.401659,-113.526086
T6J 3X9,EDMONTON,AB,7,53.463758,-113.519819
T6V 1W1,EDMONTON,AB,7,53.624165,-113.550176
T5P 4T6,EDMONTON,AB,7,53.537505,-113.595853
T6L 5Y1,EDMONTON,AB,7,53.451615,-113.403582
T6J 1Y5,EDMONTON,AB,7,53.476362,-113.542547
T5X 0J3,EDMONTON,AB,7,53.607182,-113.533747
T6G 1H1,EDMONTON,AB,7,53.509925,-113.5164973
T5C 3N8,EDMONTON,AB,7,53.614497,-113.445224
T5X 1A2,EDMONTON,AB,7,53.607074,-113.519336
T5A 1T6,EDMONTON,AB,7,53.608932,-113.437867
T6M 2Z3,EDMONTON,AB,7,53.492655,-113.670587
T6L 5G9,EDMONTON,AB,7,53.474637,-113.413401
T5E 4R6,EDMONTON,AB,7,53.585665,-113.500765
T5R 3A3,EDMONTON,AB,7,53.508358,-113.584319
T6G 2M8,EDMONTON,AB,7,53.517575,-113.531389
T5R 1R6,EDMONTON,AB,7,53.508297,-113.585482
T5N 1W5,EDMONTON,AB,7,53.5494043,-113.542751
T5E 6E8,EDMONTON,AB,7,53.589587,-113.513824
T5A 0P2,EDMONTON,AB,7,53.599335,-113.435375
T5N 2E7,EDMONTON,AB,7,53.5462605,-113.5562596
T5R 5B2,EDMONTON,AB,7,53.52729,-113.567443
T5M 2G8,EDMONTON,AB,7,53.554445,-113.557189
T5X 2W2,EDMONTON,AB,7,53.621474,-113.535684
T5N 0X6,EDMONTON,AB,7,53.5463872,-113.5749502
T6E 2B1,EDMONTON,AB,7,53.5183257,-113.5066694
T5M 2Y9,EDMONTON,AB,7,53.562995,-113.577265
T6W 2G7,EDMONTON,AB,7,53.426872,-113.533265
T5G 2J5,EDMONTON,AB,7,53.572075,-113.497406
T6K 2E3,EDMONTON,AB,7,53.452215,-113.451357
T6R 1R4,EDMONTON,AB,7,53.473146,-113.567777
T5E 5S6,EDMONTON,AB,7,53.594998,-113.481958
T5K 0P9,EDMONTON,AB,7,53.543014,-113.517791
T6H 5L7,EDMONTON,AB,7,53.480206,-113.581671
T6K 4C2,EDMONTON,AB,7,53.474092,-113.461719
T5E 3R4,EDMONTON,AB,7,53.586519,-113.482655
T5M 1Y6,EDMONTON,AB,7,53.5611628,-113.6024766
T5Y 0B7,EDMONTON,AB,7,53.6227,-113.40303
T6G 1A2,EDMONTON,AB,7,53.524924,-113.5340037
T5J 0E3,EDMONTON,AB,7,53.545602,-113.487031
T5B 1M1,EDMONTON,AB,7,53.570498,-113.444548
T5C 1P1,EDMONTON,AB,7,53.597804,-113.465557
T5T 3M9,EDMONTON,AB,7,53.53505,-113.64888
T5N 2E1,EDMONTON,AB,7,53.549544,-113.554633
T5Z 3N7,EDMONTON,AB,7,53.615982,-113.482153
T6H 0V6,EDMONTON,AB,7,53.490613,-113.5198855
T5T 1C8,EDMONTON,AB,7,53.504949,-113.5996375
T6A 3S1,EDMONTON,AB,7,53.552176,-113.421523
T5T 4G7,EDMONTON,AB,7,53.531593,-113.649346
T5Y 2W6,EDMONTON,AB,7,53.5995609,-113.4084175
T6V 1E4,EDMONTON,AB,7,53.619754,-113.552489
T5W 4A3,EDMONTON,AB,7,53.5653194,-113.4310507
T5M 1R5,EDMONTON,AB,7,53.565429,-113.561398
T5E 2S5,EDMONTON,AB,7,53.612223,-113.505666
T6H 0M2,EDMONTON,AB,7,53.488316,-113.528065
T5X 4Z1,EDMONTON,AB,7,53.6274745,-113.4958865
T5H 4L7,EDMONTON,AB,7,53.5462275,-113.479037
T5T 0A5,EDMONTON,AB,7,53.508674,-113.620373
T5C 0W2,EDMONTON,AB,7,53.613564,-113.452782
T6J 1A7,EDMONTON,AB,7,53.4696995,-113.505834
T5H 0K2,EDMONTON,AB,7,53.547793,-113.494527
T6M 0T2,EDMONTON,AB,7,53.4805937,-113.6688329
T6K 4A9,EDMONTON,AB,7,53.459867,-113.448109
T5N 1J8,EDMONTON,AB,7,53.558219,-113.568711
T6K 3G9,EDMONTON,AB,7,53.4600981,-113.4566983
T5W 2L2,EDMONTON,AB,7,53.574283,-113.402536
T5X 3X9,EDMONTON,AB,7,53.634902,-113.493659
T5N 2K3,EDMONTON,AB,7,53.544729,-113.561363
T6V 0B3,EDMONTON,AB,7,53.607148,-113.541261
T5B 4H8,EDMONTON,AB,7,53.579369,-113.455086
T6K 1G9,EDMONTON,AB,7,53.476365,-113.460396
T5K 1T6,EDMONTON,AB,7,53.5422863,-113.519429
T5M 2Z2,EDMONTON,AB,7,53.563179,-113.581291
T6J 3P1,EDMONTON,AB,7,53.460052,-113.534092
T5M 2K5,EDMONTON,AB,7,53.5563309,-113.5517891
T5H 1K4,EDMONTON,AB,7,53.55776,-113.515899
T5G 2Z6,EDMONTON,AB,7,53.559014,-113.503669
T5Y 6C5,EDMONTON,AB,7,53.621241,-113.368811
T6L 5Y2,EDMONTON,AB,7,53.456472,-113.415935
T5S 2M5,EDMONTON,AB,7,53.568256,-113.639604
T6W 1T2,EDMONTON,AB,7,53.424899,-113.345874
T6H 2G6,EDMONTON,AB,7,53.506566,-113.513095
T6T 1R7,EDMONTON,AB,7,53.474226,-113.374163
T6A 0M5,EDMONTON,AB,7,53.543779,-113.408437
T5S 1Y9,EDMONTON,AB,7,53.557602,-113.666849
T5B 3B2,EDMONTON,AB,7,53.562867,-113.470299
T6J 4V5,EDMONTON,AB,7,53.451182,-113.520659
T5K 1M4,EDMONTON,AB,7,53.543135,-113.513931
T5P 2C1,EDMONTON,AB,7,53.547443,-113.585079
T6L 6C8,EDMONTON,AB,7,53.446811,-113.39767
T5C 1T3,EDMONTON,AB,7,53.586035,-113.457465
T5P 0X3,EDMONTON,AB,7,53.5506967,-113.5921161
T6A 0P7,EDMONTON,AB,7,53.543108,-113.452736
T5B 3J5,EDMONTON,AB,7,53.565932,-113.473298
T6J 2B2,EDMONTON,AB,7,53.473179,-113.550004
T5N 0E6,EDMONTON,AB,7,53.53461,-113.574699
T5M 0S2,EDMONTON,AB,7,53.5693805,-113.5395005
T5L 3N6,EDMONTON,AB,7,53.5905674,-113.5442871
T5S 2B6,EDMONTON,AB,7,53.55836,-113.70277
T5E 4B7,EDMONTON,AB,7,53.607823,-113.490464
T5Z 0S9,EDMONTON,AB,7,53.6304296,-113.468529
T6H 4A5,EDMONTON,AB,7,53.497072,-113.563472
T6K 3E4,EDMONTON,AB,7,53.471374,-113.455945
T6K 0V1,EDMONTON,AB,7,53.4826692,-113.4468122
T6H 2X7,EDMONTON,AB,7,53.493732,-113.506916
T5M 2N8,EDMONTON,AB,7,53.558903,-113.546702
T5T 0N6,EDMONTON,AB,7,53.518348,-113.628546
T5W 0Z4,EDMONTON,AB,7,53.570405,-113.39575
T5W 4C1,EDMONTON,AB,7,53.567463,-113.434498
T6X 0W9,EDMONTON,AB,7,53.419779,-113.426067
T5T 2X6,EDMONTON,AB,7,53.501683,-113.6042825
T5B 2T6,EDMONTON,AB,7,53.579967,-113.46552
T6J 3W7,EDMONTON,AB,7,53.4654407,-113.523799
T5N 1G7,EDMONTON,AB,7,53.552658,-113.572636
T5E 3H1,EDMONTON,AB,7,53.585615,-113.476195
T5W 2T7,EDMONTON,AB,7,53.574304,-113.410325
T5Z 3B3,EDMONTON,AB,7,53.618127,-113.474786
T6K 0Z2,EDMONTON,AB,7,53.483415,-113.454995
T5E 1X2,EDMONTON,AB,7,53.598398,-113.515435
T5Y 1H2,EDMONTON,AB,7,53.606545,-113.389544
T6R 0K1,EDMONTON,AB,7,53.4417501,-113.5703926
T6A 0T7,EDMONTON,AB,7,53.545174,-113.42988
T6J 5R6,EDMONTON,AB,7,53.445595,-113.494411
T5N 3J5,EDMONTON,AB,7,53.544955,-113.547521
T6C 0Z8,EDMONTON,AB,7,53.5179719,-113.4761431
T6K 1C3,EDMONTON,AB,7,53.47925,-113.461712
T6J 4P4,EDMONTON,AB,7,53.4571873,-113.5178112
T5A 0X2,EDMONTON,AB,7,53.597995,-113.438273
T5A 3Z3,EDMONTON,AB,7,53.5898282,-113.3799925
T5P 3B3,EDMONTON,AB,7,53.551765,-113.595704
T6J 0K1,EDMONTON,AB,7,53.47207,-113.53645
T5A 2R3,EDMONTON,AB,7,53.596283,-113.406081
T6J 5G9,EDMONTON,AB,7,53.452373,-113.501601
T5A 5G5,EDMONTON,AB,7,53.586246,-113.425855
T6J 3H3,EDMONTON,AB,7,53.466493,-113.529073
T5R 5X6,EDMONTON,AB,7,53.533115,-113.255579
T5G 2V9,EDMONTON,AB,7,53.560069,-113.521347
T5E 3J7,EDMONTON,AB,7,53.585376,-113.477983
T5M 1X6,EDMONTON,AB,7,53.56306,-113.584189
T5P 2R8,EDMONTON,AB,7,53.548064,-113.590363
T5L 3M4,EDMONTON,AB,7,53.589115,-113.553639
T5T 4V2,EDMONTON,AB,7,53.507963,-113.65531
T5Z 0T3,EDMONTON,AB,7,53.6276051,-113.4504928
T6L 5Y9,EDMONTON,AB,7,53.4650262,-113.4011687
T5J 0E1,EDMONTON,AB,7,53.545601,-113.487031
T5N 1Z9,EDMONTON,AB,7,53.546092,-113.551275
T6B 1X8,EDMONTON,AB,7,53.524358,-113.436845
T5M 2T5,EDMONTON,AB,7,53.560491,-113.541431
T5T 1S2,EDMONTON,AB,7,53.524941,-113.646351
T5T 1K6,EDMONTON,AB,7,53.520307,-113.646066
T6J 2L5,EDMONTON,AB,7,53.4757081,-113.511504
T5E 6N2,EDMONTON,AB,7,53.603228,-113.500413
T6E 3R9,EDMONTON,AB,7,53.51126,-113.486306
T5R 2Z9,EDMONTON,AB,7,53.508875,-113.58091
T5S 0J7,EDMONTON,AB,7,53.553243,-113.641784
T6R 0V5,EDMONTON,AB,7,53.462384,-113.577971
T5Z 2S3,EDMONTON,AB,7,53.618188,-113.460782
T6C 1E4,EDMONTON,AB,7,53.520046,-113.465916
T5P 1J5,EDMONTON,AB,7,53.558273,-113.594528
T5T 6X3,EDMONTON,AB,7,53.503501,-113.628704
T5T 1W7,EDMONTON,AB,7,53.522212,-113.644404
T5R 5C1,EDMONTON,AB,7,53.5267,-113.586971
T6P 1N6,EDMONTON,AB,7,53.506967,-113.372116
T6N 0B7,EDMONTON,AB,7,53.4511539,-113.4814663
T5R 1C3,EDMONTON,AB,7,53.526835,-113.577969
T5A 2L7,EDMONTON,AB,7,53.612908,-113.425741
T6A 2W3,EDMONTON,AB,7,53.541347,-113.438415
T6J 2E4,EDMONTON,AB,7,53.481684,-113.539503
T5N 0L9,EDMONTON,AB,7,53.5430225,-113.534323
T6K 1Y2,EDMONTON,AB,7,53.4429174,-113.4631403
T6R 2V9,EDMONTON,AB,7,53.465535,-113.583648
T6P 1V6,EDMONTON,AB,7,53.505289,-113.368935
T5X 6C4,EDMONTON,AB,7,53.60211,-113.5369203
T5C 3P8,EDMONTON,AB,7,53.615288,-113.451236
T5L 0G7,EDMONTON,AB,7,53.570767,-113.534161
T6T 0E1,EDMONTON,AB,7,53.476173,-113.371571
T6A 1M3,EDMONTON,AB,7,53.554106,-113.41495
T6L 5M5,EDMONTON,AB,7,53.48305,-113.3974298
T6M 0X2,EDMONTON,AB,7,53.459447,-113.660017
T5N 3Z6,EDMONTON,AB,7,53.551837,-113.569228
T6L 3C7,EDMONTON,AB,7,53.450469,-113.40096
T5G 0N7,EDMONTON,AB,7,53.5703802,-113.4869485
T5Y 6K3,EDMONTON,AB,7,53.665747,-113.295409
T5L 2X6,EDMONTON,AB,7,53.576932,-113.551075
T6M 0P5,EDMONTON,AB,7,53.486801,-113.640647
T5G 3H7,EDMONTON,AB,7,53.562232,-113.510258
T5E 2B9,EDMONTON,AB,7,53.6014619,-113.481338
T5K 0T5,EDMONTON,AB,7,53.531743,-113.491104
T5Y 6C9,EDMONTON,AB,7,53.614021,-113.337749
T6A 3H7,EDMONTON,AB,7,53.540212,-113.45098
T6L 6N2,EDMONTON,AB,7,53.453674,-113.427653
T6W 1K8,EDMONTON,AB,7,53.429166,-113.519535
T5P 4W3,EDMONTON,AB,7,53.539219,-113.602542
T5R 0N8,EDMONTON,AB,7,53.5177874,-113.5672501
T6V 1X6,EDMONTON,AB,7,53.623618,-113.552784
T5S 0C3,EDMONTON,AB,7,53.5563902,-113.6204864
T5T 3X7,EDMONTON,AB,7,53.518524,-113.642406
T5A 5C9,EDMONTON,AB,7,53.597088,-113.38636
T5P 3W9,EDMONTON,AB,7,53.539385,-113.610988
T5T 6R5,EDMONTON,AB,7,53.509987,-113.666226
T5Y 6P4,EDMONTON,AB,7,53.68689,-113.36422
T5M 1P6,EDMONTON,AB,7,53.552256,-113.561383
T6N 1G3,EDMONTON,AB,7,53.454738,-113.475536
T6E 2M6,EDMONTON,AB,7,53.521823,-113.500006
T5X 3E6,EDMONTON,AB,7,53.631887,-113.510555
T5M 0T3,EDMONTON,AB,7,53.558571,-113.541178
T5K 0M3,EDMONTON,AB,7,53.5415143,-113.5121585
T5W 4R4,EDMONTON,AB,7,53.574367,-113.388745
T6C 2Y5,EDMONTON,AB,7,53.5107245,-113.454902
T6J 5W9,EDMONTON,AB,7,53.444892,-113.507954
T6C 0E5,EDMONTON,AB,7,53.5105605,-113.4515519
T6V 1Y4,EDMONTON,AB,7,53.6030176,-113.5560837
T6L 0A9,EDMONTON,AB,7,53.460554,-113.408407
T5Y 0L2,EDMONTON,AB,7,53.6286206,-113.4211305
T5N 3B3,EDMONTON,AB,7,53.55853,-113.572673
T5X 0K1,EDMONTON,AB,7,53.414715,-113.451979
T6W 3Z2,EDMONTON,AB,7,53.3977157,-113.5809572
T5M 3V8,EDMONTON,AB,7,53.559353,-113.605749
T6R 1N7,EDMONTON,AB,7,53.474501,-113.582029
T5T 6S3,EDMONTON,AB,7,53.502548,-113.675682
T5E 0K9,EDMONTON,AB,7,53.587364,-113.498138
T5E 1J4,EDMONTON,AB,7,53.594498,-113.499096
T5M 1M1,EDMONTON,AB,7,53.552604,-113.557129
T5X 3G5,EDMONTON,AB,7,53.631212,-113.493571
T6E 6A1,EDMONTON,AB,7,53.4787431,-113.4822873
T5B 0Z9,EDMONTON,AB,7,53.576743,-113.460168
T5P 4C3,EDMONTON,AB,7,53.552909,-113.611824
T6T 1V7,EDMONTON,AB,7,53.472806,-113.375808
T5T 2L8,EDMONTON,AB,7,53.503731,-113.640545
T6E 4K8,EDMONTON,AB,7,53.520502,-113.506301
T5A 1Z8,EDMONTON,AB,7,53.6113816,-113.4352767
T6C 4E6,EDMONTON,AB,7,53.5317177,-113.4592517
T6M 0Y4,EDMONTON,AB,7,53.471632,-113.661095
T5E 0P2,EDMONTON,AB,7,53.588253,-113.476338
T6T 2H8,EDMONTON,AB,7,53.448759,-113.379471
T5A 5H6,EDMONTON,AB,7,53.60485,-113.418062
T5P 1S4,EDMONTON,AB,7,53.533204,-113.581541
T6G 0G2,EDMONTON,AB,7,53.510364,-113.5329465
T6H 5H1,EDMONTON,AB,7,53.4835338,-113.5072624
T6L 3T1,EDMONTON,AB,7,53.467515,-113.414887
T5X 0B2,EDMONTON,AB,7,53.62517,-113.51624
T5W 2M5,EDMONTON,AB,7,53.575173,-113.404547
T5M 0P9,EDMONTON,AB,7,53.559022,-113.53946
T6E 1T4,EDMONTON,AB,7,53.516109,-113.488852
T5R 0T1,EDMONTON,AB,7,53.516628,-113.571242
T6K 3B6,EDMONTON,AB,7,53.454861,-113.453449
T5J 1G3,EDMONTON,AB,7,53.539395,-113.502796
T5M 1V3,EDMONTON,AB,7,53.567654,-113.56582
T5Y 1C8,EDMONTON,AB,7,53.604295,-113.372991
T6H 0X6,EDMONTON,AB,7,53.493239,-113.500469
T5G 3E3,EDMONTON,AB,7,53.565202,-113.503388
T5T 0R7,EDMONTON,AB,7,53.516793,-113.636184
T5L 2T8,EDMONTON,AB,7,53.576577,-113.544792
T5R 3T6,EDMONTON,AB,7,53.515788,-113.590461
T6E 2K4,EDMONTON,AB,7,53.520969,-113.500636
T6C 3S1,EDMONTON,AB,7,53.530839,-113.4682438
T5X 1P9,EDMONTON,AB,7,53.614854,-113.533769
T6W 4Y1,EDMONTON,AB,7,53.418305,-113.571969
T6W 2C4,EDMONTON,AB,7,53.426872,-113.533265
T6P 1J1,EDMONTON,AB,7,53.503828,-113.360277
T6C 4N5,EDMONTON,AB,7,53.513534,-113.476804
T5K 2J7,EDMONTON,AB,7,53.535124,-113.497541
T5C 1H3,EDMONTON,AB,7,53.5979,-113.460975
T6K 3K7,EDMONTON,AB,7,53.438653,-113.448256
T6W 0W8,EDMONTON,AB,7,53.4153561,-113.5572346
T5J 1H4,EDMONTON,AB,7,53.542702,-113.502877
T5L 3A2,EDMONTON,AB,7,53.573535,-113.540399
T5L 2P9,EDMONTON,AB,7,53.573524,-113.538558
T5C 2X1,EDMONTON,AB,7,53.61055,-113.462568
T5P 3L8,EDMONTON,AB,7,53.543434,-113.600951
T6E 0V4,EDMONTON,AB,7,53.506734,-113.48118
T6N 1E5,EDMONTON,AB,7,53.45052,-113.475397
T5E 1L7,EDMONTON,AB,7,53.596278,-113.470939
T5W 4C9,EDMONTON,AB,7,53.573679,-113.436811
T6J 7E1,EDMONTON,AB,7,53.447429,-113.536647
T5L 0R2,EDMONTON,AB,7,53.592249,-113.536601
T5W 3L2,EDMONTON,AB,7,53.570408,-113.423065
T5P 4E5,EDMONTON,AB,7,53.553641,-113.599257
T6K 1B5,EDMONTON,AB,7,53.4803799,-113.4576351
T6W 3M5,EDMONTON,AB,7,53.5413,-113.446313
T5N 1K5,EDMONTON,AB,7,53.5424159,-113.5308449
T6L 1E7,EDMONTON,AB,7,53.469729,-113.433861
T5B 3K7,EDMONTON,AB,7,53.575274,-113.472662
T6G 2X3,EDMONTON,AB,7,53.516053,-113.527356
T5P 3K2,EDMONTON,AB,7,53.556234,-113.598798
T6A 1K8,EDMONTON,AB,7,53.55278,-113.406016
T6L 5H7,EDMONTON,AB,7,53.477181,-113.403471
T6A 0X5,EDMONTON,AB,7,53.546599,-113.415905
T5L 3N4,EDMONTON,AB,7,53.590037,-113.541953
T6K 0K2,EDMONTON,AB,7,53.466257,-113.450634
T5Y 6L8,EDMONTON,AB,7,53.628515,-113.368734
T5J 3T2,EDMONTON,AB,7,53.539588,-113.500964
T5T 5S7,EDMONTON,AB,7,53.503757,-113.653807
T5L 0C8,EDMONTON,AB,7,53.575238,-113.532486
T6X 1M4,EDMONTON,AB,7,53.430225,-113.469547
T6E 6T2,EDMONTON,AB,7,53.514133,-113.496789
T6X 1J2,EDMONTON,AB,7,53.42636,-113.464441
T5S 0C1,EDMONTON,AB,7,53.5407169,-113.6448976
T5H 2K4,EDMONTON,AB,7,53.556087,-113.488001
T5K 0M2,EDMONTON,AB,7,53.541243,-113.5102755
T5W 1N1,EDMONTON,AB,7,53.575059,-113.416088
T5Y 6B5,EDMONTON,AB,7,53.690939,-113.36875
T6H 0Z3,EDMONTON,AB,7,53.493956,-113.513736
T6J 5X8,EDMONTON,AB,7,53.464452,-113.49477
T5C 0L8,EDMONTON,AB,7,53.58234,-113.450695
T6T 1Z7,EDMONTON,AB,7,53.462866,-113.377647
T5A 1L5,EDMONTON,AB,7,53.605044,-113.4241638
T5T 4Y1,EDMONTON,AB,7,53.519914,-113.650947
T5M 2K9,EDMONTON,AB,7,53.55622,-113.565674
T6R 0A4,EDMONTON,AB,7,53.445479,-113.585883
T5L 2G1,EDMONTON,AB,7,53.572436,-113.564659
T5C 1G5,EDMONTON,AB,7,53.587062,-113.460213
T5X 2B4,EDMONTON,AB,7,53.6231221,-113.5153063
T6K 0E8,EDMONTON,AB,7,53.473504,-113.461853
T5R 2J7,EDMONTON,AB,7,53.5302004,-113.5972049
T6Y 0C3,EDMONTON,AB,7,53.5357729,-113.6100529
T5B 4E2,EDMONTON,AB,7,53.560409,-113.441705
T6H 2C8,EDMONTON,AB,7,53.505629,-113.504613
T5A 1K6,EDMONTON,AB,7,53.606701,-113.430322
T5T 6Y6,EDMONTON,AB,7,53.503092,-113.6172517
T5K 2A5,EDMONTON,AB,7,53.5446914,-113.5286735
T6J 5X6,EDMONTON,AB,7,53.4494032,-113.4950843
T5T 1L6,EDMONTON,AB,7,53.524955,-113.615626
T5T 4W4,EDMONTON,AB,7,53.5038775,-113.6153485
T6L 6T3,EDMONTON,AB,7,53.485524,-113.410906
T5A 5G9,EDMONTON,AB,7,53.432879,-113.418064
T6C 2M1,EDMONTON,AB,7,53.52696,-113.447247
T5B 3Y1,EDMONTON,AB,7,53.565938,-113.479693
T6W 0J6,EDMONTON,AB,7,53.413518,-113.574687
T6G 0Y3,EDMONTON,AB,7,53.522948,-113.532632
T5A 4Y5,EDMONTON,AB,7,53.596446,-113.376343
T6A 3P3,EDMONTON,AB,7,53.546449,-113.455575
T6J 1K8,EDMONTON,AB,7,53.4689672,-113.5237076
T6P 1P9,EDMONTON,AB,7,53.5090226,-113.371343
T6K 0P2,EDMONTON,AB,7,53.468525,-113.440758
T6N 1C1,EDMONTON,AB,7,53.461065,-113.466305
T5M 0G7,EDMONTON,AB,7,53.5668991,-113.5341242
T5E 0B5,EDMONTON,AB,7,53.585047,-113.5186575
T5E 1N6,EDMONTON,AB,7,53.596452,-113.481778
T5B 2E4,EDMONTON,AB,7,53.578436,-113.458404
T5J 0J6,EDMONTON,AB,7,53.546198,-113.49016
T5R 1M6,EDMONTON,AB,7,53.526835,-113.583312
T5E 3C4,EDMONTON,AB,7,53.604216,-113.47159
T6E 1E8,EDMONTON,AB,7,53.536323,-113.441437
T5Z 2Y4,EDMONTON,AB,7,53.619464,-113.456092
T5E 2H8,EDMONTON,AB,7,53.606649,-113.488
T5B 2W9,EDMONTON,AB,7,53.576855,-113.467306
T6L 6Y4,EDMONTON,AB,7,53.440657,-113.431682
T6A 0L5,EDMONTON,AB,7,53.547937,-113.443447
T5M 3A9,EDMONTON,AB,7,53.565212,-113.556534
T6R 1W3,EDMONTON,AB,7,53.463413,-113.596562
T6B 2E4,EDMONTON,AB,7,53.53289,-113.435986
T6G 1Y5,EDMONTON,AB,7,53.515063,-113.517954
T5R 3C8,EDMONTON,AB,7,53.5116528,-113.5826721
T6X 1Z7,EDMONTON,AB,7,53.421893,-113.48931
T5W 4J2,EDMONTON,AB,7,53.571135,-113.439886
T6B 2Y7,EDMONTON,AB,7,53.537427,-113.415058
T6M 0P7,EDMONTON,AB,7,53.486801,-113.640647
T6G 1K7,EDMONTON,AB,7,53.5213405,-113.5207544
T5A 4G2,EDMONTON,AB,7,53.58508,-113.421517
